ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,FacilityName,ActivityType,ManagedBy,Ward,Address,Postcode
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Aberford Bowling Green,Bowling Green,Parks and Countryside,Harewood,Parlington Drive,LS25 3EP
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Aberford, Wetherby Road",Playground,Parish Council,,Weherby Road,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Acre Close Bowling Green ,Bowling Green,Parks and Countryside,Middleton Park,,LS10 4HX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Adwalton Moor,Senior,Parks and Countryside,Morley North,"Moorland Road, Adwalton",BD11 1JZ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Adwalton Moor,Senior,Parks and Countryside,Morley North,"Moorland Road, Adwalton",BD11 1JZ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Adwalton Moor,Mini (7v7),Parks and Countryside,Morley North,"Moorland Road, Adwalton",BD11 1JZ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Adwalton Moor,Junior (9v9),Parks and Countryside,Morley North,"Moorland Road, Adwalton",BD11 1JZ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Adwalton Moor MUGA,Ball Park Area,Parks and Countryside,Morley North,"Moorland Road, Adwalton",BD11 1JZ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Allerton Bywater,Playground,Parks and Countryside,Kippax & Methley,"Allerton Bywater, Back Lane",WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Allerton Bywater Skatepark,Skateboard Park,Parks and Countryside,Kippax & Methley,"Back Lane, Allerton Bywater",WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Allerton Bywater Sport Ground,Bowling Green,Parks and Countryside,Kippax & Methley,"Back Lane, Allerton Bywater",WF10 2PG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Allerton Bywater Sports Ground,Ball Park Area,Parks and Countryside,Kippax & Methley,"Back Lane, Allerton Bywater",WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Park,Skateboard Park,Parks and Countryside,Armley,Stanningley Road Leeds,LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Park,Bowling Green,Parks and Countryside,Armley,Stanningley Road Leeds,LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Park,Senior,Parks and Countryside,Armley,Stanningley Road Leeds,LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Park,Senior,Parks and Countryside,Armley,Stanningley Road Leeds,LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Park Playground,Playground,Parks and Countryside,Armley,Stanningley Road Leeds,LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Armley Skate Park,Skateboard Park,Parks and Countryside,Armley,"Stanningley Road, Leeds",LS12 3LW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Baines Terrace,Playground,Parks and Countryside,Rothwell,"Leadwell, Lane Leeds",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Banstead Park Ball Area,Ball Park Area,Parks and Countryside,Gipton & Harehills,Harehills Road Leeds 8,LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Banstead Park Senior,Playground,Parks and Countryside,Gipton & Harehills,Harehills Road Leeds 8,LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Banstead Park Toddler Area,Playground,Parks and Countryside,Gipton & Harehills,"Harehills Road, Leeds 8",LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bardsey Parish Council,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Barley Hill Park,Playground,Parks and Countryside,Garforth & Swillington,Barley Hill Road,LS25 1DX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Barley Hill Park,Senior,Parks and Countryside,Garforth & Swillington,Barley Hill Road,LS25 1DX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Barley Hill Park,Senior,Parks and Countryside,Garforth & Swillington,Barley Hill Road,LS25 1DX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Barley Hill Park MUGA,Ball Park Area,Parks and Countryside,Garforth & Swillington,Barley Hill Road,LS25
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,BarleyHill Park (Garforth Recreation Ground),Bowling Green,Parks and Countryside,Garforth & Swillington,Barley Hill Road,LS25
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Barwick In Elmette,Playground,Parks and Countryside,Harewood,Gascoigne Road,LS15
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Beckett Park,Playground,Parks and Countryside,Weetwood,"Off St. Chad's Drive, Leeds",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Beckett Park Skate Area,Skateboard Park,Parks and Countryside,Weetwood,"Beckett Park, Off St. Chad'S Drive,  Weetwood",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Beckhill Play Area,Playground,Parks and Countryside,Chapel Allerton,Beckhill Grove Leeds,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bedquilts Recreation Ground,Senior,Parks and Countryside,,,LS16 8BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bedquilts Recreation Ground,Senior,Parks and Countryside,,,LS16 8BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bedquilts Recreation Ground,Senior,Parks and Countryside,,,LS16 8BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bedquilts Recreation Ground,Senior,Parks and Countryside,,,LS16 8BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bedquilts Recreation Ground,Junior (9v9),Parks and Countryside,,,LS16 8BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Beggars Hill,Senior,Parks and Countryside,,,LS11 8QU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Benson Court Play Area,Playground,Parks and Countryside,Hyde Park & Woodhouse,"Woodsley Green, Woodhouse",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Blands Recreation Ground,Playground,Parks and Countryside,Kippax & Methley,Blands Avenue Allerton Bywater,WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bow Street,Skateboard Park,Parks and Countryside,Burmantofts & Richmond Hill,"Richmond Hill Rec, Bow Street",LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bow Street Ball Park Area,Ball Park Area,Parks and Countryside,Burmantofts & Richmond Hill,Pontefract Lane Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bow Street Recreation Tz,Teen Zone,Parks and Countryside,Burmantofts & Richmond Hill,Bow Street,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramham Parish Council,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Bramhope, Breary Lane",Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Playground,Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Senior,Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Junior (9v9),Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Senior,Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Senior,Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Falls,Junior (9v9),Parks and Countryside,Bramley & Stanningley,"Bradford Road , Bramley",LS13 1EX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Park,Ball Park Area,Parks and Countryside,Bramley & Stanningley,Woodbine Terrace,LS13 3LA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Bramley Park,Playground,Parks and Countryside,Bramley & Stanningley,Woodbine Terrace,LS13 3LA
